Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,1680,1,1,31,78,31,31,31.0,0.0,78,78,78.0,0.0,64880,1190,1680.0,0.0,1680,1680,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,595.2380952380951,595.2380952380951,31,78,46.6666666666667,27.1354626519124,736.333333333333,0,0,0,0,0,0,0,0,1,70.0,31.0,78.0,0,0,0,0,0,0,1,31,1,78,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,10105454,7,10,1282,5450,967,0,183.14285714285703,354.00020177556803,1460,0,545.0,673.346534524056,666,1,631590.875,2498276.9212939,10000059,1,105394,17565.6666666667,9510.26613017042,35549,9193,10088994,1120999.33333333,3329703.39122594,10000083,1,0,0,0,0,152,204,0.692695251494886,0.9895646449926941,0,1460,374.0,569.815656465265,324689.88235294103,0,0,0,1,0,0,0,0,1,396.0,183.14285714285703,545.0,0,0,0,0,0,0,7,1282,10,5450,8192,31911,3,20,105394.0,0.0,105394,105394,10000059.0,0.0,10000059,10000059,Benign
53,17,299,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,294314,6688,299.0,0.0,299,299,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3344.48160535117,3344.48160535117,36,52,41.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
5355,17,413613,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,106,4,413613.0,0.0,413613,413613,413613,413613.0,0.0,413613,413613,0,0.0,0.0,0,0,0,0,0,0,16,0,4.83543795770442,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50747,6,28,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,71428,28.0,0.0,28,28,28,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0,0,0,40,0,71428.57142857139,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,201,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,339,3,0,77,0,46,0,25.6666666666667,23.4591844132172,0,0,0.0,0.0,227138,8849,169.5,210.010714012405,318,21,339,169.5,210.010714012405,318,21,0,0.0,0.0,0,0,1,0,0,0,60,0,8849.55752212389,0.0,0,46,30.75,21.6852484422014,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,118449829,22,49,1038,48221,201,0,47.1818181818182,70.557397346744,1410,0,984.1020408163259,599.782920622743,415,0,1692140.41428571,9785057.00938,58680240,0,118449829,5640468.04761905,17519835.7728383,58680240,40,118427391,2467237.3125,11778233.4947388,58702834,0,0,0,0,0,476,992,0.185732644662577,0.413677254021194,0,1410,684.152777777778,662.6315582312741,439080.581964006,0,0,0,1,0,0,0,0,2,693.788732394366,47.1818181818182,984.1020408163271,0,0,0,0,0,0,22,1038,49,48221,8192,123,9,20,846408.0,1061957.00561652,1597325,95491,58331159.5,493674.377459981,58680240,57982079,Benign
80,6,895,3,4,161,488,161,0,53.6666666666667,92.95339333952971,488,0,122.0,244.0,725139,7821,149.166666666667,97.2551626735911,324,57,518,259.0,181.01933598375598,387,131,571,190.333333333333,143.976849991008,343,57,0,0,0,0,72,92,3351.9553072625704,4469.27374301676,0,488,81.125,173.787585862742,30202.125,0,0,0,1,0,0,0,0,1,92.7142857142857,53.6666666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,118831566,23,35,610,16885,517,0,26.5217391304348,107.59430094962299,1460,0,482.428571428572,664.891733146625,147,0,2084764.31578947,3983158.25898871,10014772,0,118831566,5401434.81818182,4893690.14214958,10046746,19,113471295,3337391.02941176,4723477.68437472,10047651,0,0,0,0,0,472,844,0.193551265662863,0.29453453470435603,0,1460,296.525423728813,561.090543923546,314822.598480421,0,0,0,1,0,0,0,0,1,301.637931034483,26.5217391304348,482.428571428572,0,0,0,0,0,0,23,610,35,16885,8192,1494,14,20,278913.25,854779.6755241159,2993203,31939,9623715.66666667,1352777.95580007,10014772,5328070,Benign
53,17,286,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,342657,6993,286.0,0.0,286,286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3496.5034965034997,3496.5034965034997,41,57,46.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,1288,1,1,41,147,41,41,41.0,0.0,147,147,147.0,0.0,145962,1552,1288.0,0.0,1288,1288,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,776.39751552795,776.39751552795,41,147,76.3333333333333,61.199128534100296,3745.3333333333294,0,0,0,0,0,0,0,0,1,114.5,41.0,147.0,0,0,0,0,0,0,1,41,1,147,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,93,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,21505,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.376344086002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52874,6,238,3,1,53,0,53,0,17.6666666666667,30.599564267050198,0,0,0.0,0.0,222689,16806,79.3333333333333,105.37710061172399,201,17,238,119.0,115.965512114594,201,37,0,0.0,0.0,0,0,0,0,0,0,60,20,12605.0420168067,4201.68067226891,0,53,10.6,23.702320561497803,561.8,0,0,0,0,1,0,0,0,0,13.25,17.6666666666667,0.0,0,0,0,0,0,0,3,53,1,0,1650,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,1132,1,1,40,101,40,40,40.0,0.0,101,101,101.0,0.0,124558,1766,1132.0,0.0,1132,1132,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,883.39222614841,883.39222614841,40,101,60.3333333333333,35.2183664205672,1240.33333333333,0,0,0,0,0,0,0,0,1,90.5,40.0,101.0,0,0,0,0,0,0,1,40,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51539,6,185,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,10810,185.0,0.0,185,185,185,185.0,0.0,185,185,0,0.0,0.0,0,0,0,0,0,0,40,0,10810.810810810799,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,511,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,962,1,1,39,95,39,39,39.0,0.0,95,95,95.0,0.0,139293,2079,962.0,0.0,962,962,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1039.50103950104,1039.50103950104,39,95,57.6666666666667,32.331615074619,1045.33333333333,0,0,0,0,0,0,0,0,1,86.5,39.0,95.0,0,0,0,0,0,0,1,39,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,231,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,8658,231.0,0.0,231,231,231,231.0,0.0,231,231,0,0.0,0.0,0,0,0,0,0,0,40,0,8658.008658008659,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,53840646,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,53840646.0,0.0,53840646,53840646,53840646,53840646.0,0.0,53840646,53840646,0,0.0,0.0,0,0,0,0,0,0,40,0,0.037146656821317,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,12965,1,1,46,174.0,46,46,46.0,0.0,174,174,174.0,0.0,16968,154,12965.0,0.0,12965.0,12965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,77.13073659999999,77.13073659999999,46,174,88.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,133.0,46.0,174.0,0,0,0,0,0,0,1,46,1,174,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,265,1,1,38,166.0,38,38,38.0,0.0,166,166,166.0,0.0,769811,7547,265.0,0.0,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3773.584906,3773.584906,38,166,80.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,121.0,38.0,166.0,0,0,0,0,0,0,1,38,1,166,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2342704,8,7,1144,1581.0,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1163,6,167336.0,250078.74800000002,953227.0,2.0,2342704.0,334672.0,410826.0319,1247489.0,2.0,2108990.0,351498.3333,296295.9926,953227.0,206341.0,0,0,0,0,172,152,3.414857361,2.9880001910000002,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.66666669999998,143.0,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1073,1,1,51,112.0,51,51,51.0,0.0,112,112,112.0,0.0,151910,1863,1073.0,0.0,1073.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,931.9664492,931.9664492,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,0,0,0,0,0,0,1,51,1,112,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,119875913,117,115,51,5865.0,51,0,0.435897436,4.714951668,51,51,51.0,0.0,49,1,518943.3463,450161.5123,1931837.0,82492.0,120000000.0,1033413.043,182168.1549,2017540.0,86036.0,119000000.0,1041910.377,160771.8981,2015585.0,1015548.0,1,0,0,0,2340,2300,0.97600925,0.959325332,0,51,25.60944206,25.55466244,653.0407725,0,1,0,0,1,0,0,0,0,25.71982759,0.435897436,51.0,0,0,0,0,0,0,117,51,115,5865,62663,62663,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,1632618,8,7,1160,1581.0,693,0,145.0,233.3311565,1173,0,225.8571429,430.0986044,1678,9,116615.5714,245820.7128,953168.0,68.0,1632618.0,233231.1429,386106.9126,1104182.0,68.0,1532871.0,255478.5,342281.9949,953168.0,101658.0,0,0,0,0,172,152,4.90010523,4.287592076,0,1173,171.3125,321.1152895,103115.0292,0,0,1,1,0,0,0,1,0,182.7333333,145.0,225.8571429,0,0,0,0,0,0,8,1160,7,1581,8192,62840,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50982,6,34,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,58823,34.0,0.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,58823.52941,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,180,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,535,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3738,535.0,0.0,535.0,535.0,535.0,535.0,0.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3738.3177570000003,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,286,1,1,32,48.0,32,32,32.0,0.0,48,48,48.0,0.0,279720,6993,286.0,0.0,286.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3496.5034969999997,3496.5034969999997,32,48,37.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
34927,6,86143415,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,86100000.0,0.0,86100000.0,86100000.0,86100000.0,86100000.0,0.0,86100000.0,86100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023217097000000003,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62560,-1,0,20,0.0,0.0,0.0,0.0,86100000.0,0.0,86100000.0,86100000.0,Benign
53,17,344,1,1,52,132.0,52,52,52.0,0.0,132,132,132.0,0.0,534883,5813,344.0,0.0,344.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2906.976744,2906.976744,52,132,78.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,118.0,52.0,132.0,0,0,0,0,0,0,1,52,1,132,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,1669375,8,7,1128,1581.0,661,0,141.0,222.62332059999997,1173,0,225.8571429,430.0986044,1622,8,119241.0714,245516.4084,953104.0,3.0,1669375.0,238482.1429,391107.2599,1120563.0,3.0,1561136.0,260189.3333,340245.9243,953104.0,108810.0,0,0,0,0,172,152,4.792212654,4.193186073,0,1173,169.3125,317.73127400000004,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,117975266,19,21,1452,5786.0,548,0,76.42105263,134.1861542,1430,0,275.5238095,426.0873876,61,0,3025006.8210000005,13100000.0,58800000.0,1.0,118000000.0,6554181.444,18900000.0,58900000.0,33.0,118000000.0,5891516.6,18000000.0,58900000.0,1.0,0,0,0,0,392,432,0.161050707,0.178003413,0,1430,176.5365854,331.00182010000003,109562.2049,0,0,0,1,0,0,0,0,1,180.95,76.42105263,275.5238095,0,0,0,0,0,0,19,1452,21,5786,8192,185,10,20,460274.5,430040.424,764359.0,156190.0,58400000.0,489750.6419,58800000.0,58100000.0,Benign
3389,6,2613733,8,8,1128,1618.0,661,0,141.0,222.62332059999997,1173,0,202.25,403.7533724,1050,6,174248.8667,246615.3493,953227.0,87.0,2613733.0,373390.4286,546612.6061,1601146.0,253.0,2414701.0,344957.2857,277046.5097,953227.0,199215.0,0,0,0,0,172,172,3.060756397,3.060756397,0,1173,161.5294118,309.3111535,95673.38971,0,0,1,1,0,0,0,1,1,171.625,141.0,202.25,0,0,0,0,0,0,8,1128,8,1618,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2488709,9,7,1128,1581.0,661,0,125.33333329999999,213.4830204,1173,0,225.8571429,430.0986044,1088,6,165913.9333,244478.2009,953514.0,95.0,2488709.0,311088.625,385360.93299999996,1234587.0,259.0,2263381.0,377230.1667,286426.0624,953514.0,226454.0,0,0,0,0,192,152,3.616332805,2.812703293,0,1173,159.35294119999998,310.37053280000003,96329.86765,0,0,1,1,0,0,0,1,0,169.3125,125.33333329999999,225.8571429,0,0,0,0,0,0,9,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,3041149,10,7,1148,1581.0,677,0,114.8,210.09246639999998,1173,0,225.8571429,430.0986044,897,5,190071.8125,350739.9643,1181487.0,3.0,3041149.0,337905.4444,460184.7444,1181487.0,3.0,2950198.0,491699.6667,550211.7374,1399433.0,90555.0,0,0,0,0,212,152,3.2882308630000003,2.301761604,0,1173,151.61111110000002,305.08265780000005,93075.4281,0,0,1,1,0,0,0,1,0,160.5294118,114.8,225.8571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,1660825,8,7,1144,1581.0,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1640,9,118630.3571,245671.7062,953146.0,77.0,1660825.0,237260.7143,388169.3308,1112660.0,77.0,1552717.0,258786.1667,340746.7241,953146.0,109411.0,0,0,0,0,172,152,4.816883176,4.214772779,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.66666669999998,143.0,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
