Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3160,6,85496770,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,85500000.0,0.0,85500000.0,85500000.0,85500000.0,85500000.0,0.0,85500000.0,85500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023392697,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62563,-1,0,20,0.0,0.0,0.0,0.0,85500000.0,0.0,85500000.0,85500000.0,Benign
44436,6,5234525,5,3,935,323,935,0,187.0,418.14471180000004,323,0,107.66666670000001,186.48413689999998,240,1,747789.2857,1947000.961,5162956,8,5234525,1308631.25,2569646.716,5162964,24,52496,26248.0,36647.93026,52162,334,0,0,0,0,168,104,0.955196508,0.573117905,0,935,139.77777780000002,316.7636255,100339.1944,0,0,0,0,1,0,0,0,0,157.25,187.0,107.66666670000001,0,0,0,0,0,0,5,935,3,323,219,211,1,32,0.0,0.0,0,0,5162956.0,0.0,5162956,5162956,Benign
43176,6,5229219,5,3,935,378,935,0,187.0,418.14471180000004,378,0,126.0,218.23840180000002,251,1,747031.2857,1932988.02,5130344,4,5229219,1307304.75,2548813.951,5130352,35,57934,28967.0,35587.27008,54131,3803,0,0,0,0,168,104,0.95616573,0.573699438,0,935,145.88888889999998,321.23918050000003,103194.6111,0,0,0,0,1,0,0,0,0,164.125,187.0,126.0,0,0,0,0,0,0,5,935,3,378,219,211,1,32,0.0,0.0,0,0,5130344.0,0.0,5130344,5130344,Benign
41946,6,4289203,5,3,935,288,935,0,187.0,418.14471180000004,288,0,96.0,166.27687749999998,285,1,612743.2857,1581660.895,4199202,5,4289203,1072300.75,2084787.981,4199210,31,66515,33257.5,45033.50957,65101,1414,0,0,0,0,168,104,1.165717734,0.69943064,0,935,135.88888889999998,314.43936,98872.11111,0,0,0,0,1,0,0,0,0,152.875,187.0,96.0,0,0,0,0,0,0,5,935,3,288,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50700,6,4176644,5,3,935,366,935,0,187.0,418.14471180000004,366,0,122.0,211.31019849999998,311,1,596663.4286,1547719.535,4106372,5,4176644,1044161.0,2041563.608,4106380,21,45394,22697.0,26963.395780000003,41763,3631,0,0,0,0,168,104,1.197133392,0.718280035,0,935,144.5555556,320.17850919999995,102514.2778,0,0,0,0,1,0,0,0,0,162.625,187.0,122.0,0,0,0,0,0,0,5,935,3,366,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
57130,6,4472709,5,3,935,392,935,0,187.0,418.14471180000004,392,0,130.6666667,226.32130550000002,296,1,638958.4286,1663773.574,4411948,8,4472709,1118177.25,2195899.049,4411956,34,30679,15339.5,8500.130617,21350,9329,0,0,0,0,168,104,1.117890746,0.6707344479999999,0,935,147.4444444,322.53492489999996,104028.7778,0,0,0,0,1,0,0,0,0,165.875,187.0,130.6666667,0,0,0,0,0,0,5,935,3,392,237,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
45346,6,4297681,5,3,935,347,935,0,187.0,418.14471180000004,347,0,115.66666670000001,200.3405434,298,1,613954.4286,1591163.655,4221975,6,4297681,1074420.25,2098569.3109999998,4221983,35,65147,32573.5,45665.66304,64864,283,0,0,0,0,168,104,1.163418132,0.6980508790000001,0,935,142.4444444,318.5946135,101502.5278,0,0,0,0,1,0,0,0,0,160.25,187.0,115.66666670000001,0,0,0,0,0,0,5,935,3,347,237,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
48276,6,3936978,5,3,935,333,935,0,187.0,418.14471180000004,333,0,111.0,192.2576396,322,2,562425.4286,1402436.846,3740636,6,3936978,984244.5,1838526.677,3740642,22,141843,70921.5,99233.24435,141090,753,0,0,0,0,168,104,1.270009637,0.762005782,0,935,140.88888889999998,317.50332460000004,100808.3611,0,0,0,0,1,0,0,0,0,158.5,187.0,111.0,0,0,0,0,0,0,5,935,3,333,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
34448,6,4207903,5,3,935,316,935,0,187.0,418.14471180000004,316,0,105.33333329999999,182.4426851,297,1,601129.0,1550833.576,4117764,3,4207903,1051975.75,2043982.3159999999,4117770,26,37519,18759.5,23486.55174,35367,2152,0,0,0,0,168,104,1.188240318,0.712944191,0,935,139.0,316.2657111,100024.0,0,0,0,0,1,0,0,0,0,156.375,187.0,105.33333329999999,0,0,0,0,0,0,5,935,3,316,237,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
46292,6,5198117,5,4,935,376,935,0,187.0,418.14471180000004,376,0,94.0,188.0,252,1,649764.625,1448407.82,4127394,4,5198117,1299529.25,2560603.292,5140380,26,1042515,347505.0,576322.2856,1012982,13139,0,0,0,0,168,144,0.9618867759999999,0.76950942,0,935,131.1,306.1823894,93747.65556,0,0,0,0,1,0,0,0,0,145.66666669999998,187.0,94.0,0,0,0,0,0,0,5,935,4,376,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,5028696,5,5,789,1414,399,0,157.8,216.0999768626,1050,0,282.8,456.9236260033,438,1,558744.0,1647147.28205942,4950895,26,77801,19450.25,24680.357917110297,55840,1700,5028670,1257167.5,2498665.65198367,5005158,969,0,0,0,0,112,112,0.9942935505,0.9942935505,0,1050,200.2727272727,332.4298695692,110509.618181818,0,0,1,1,0,0,0,1,1,220.3,157.8,282.8,0,0,0,0,0,0,5,789,5,1414,8192,227,2,20,0.0,0.0,0,0,0.0,0.0,0,0,SQL Injection
