Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,17,856,1,1,31,127,31,31,31.0,0.0,127,127,127.0,0.0,184579,2336,856.0,0.0,856,856,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1168.22429906542,1168.22429906542,31,127,63.0,55.425625842204106,3072.0,0,0,0,0,0,0,0,0,1,94.5,31.0,127.0,0,0,0,0,0,0,1,31,1,127,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
59545,6,38,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,52631,38.0,0.0,38,38,38,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0,0,0,40,0,52631.5789473684,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,1317917,8,7,1148,1581,677,0,143.5,228.12966237897004,1173,0,225.85714285714297,430.09860441974195,2070,11,94136.9285714286,252948.599873712,968798,2,1317917,188273.85714285698,382902.11417821,1055426,2,1264658,210776.333333333,371560.61180306296,968798,48805,0,0,0,0,172,152,6.0701849964755,5.31141187191606,0,1173,170.5625,319.433241590999,102037.595833333,0,0,0,1,0,0,0,0,0,181.93333333333302,143.5,225.85714285714297,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,1383,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,65075,1446,1383.0,0.0,1383,1383,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,723.0657989877079,723.0657989877079,37,53,42.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,266,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,375939,7518,266.0,0.0,266,266,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3759.3984962406,3759.3984962406,42,58,47.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
55489,6,144,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,13888,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.8888888889,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,26246,1,1,31,121,31,31,31.0,0.0,121,121,121.0,0.0,5791,76,26246.0,0.0,26246,26246,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,38.101043968604706,38.101043968604706,31,121,61.0,51.9615242270663,2700.0,0,0,0,0,0,0,0,0,1,91.5,31.0,121.0,0,0,0,0,0,0,1,31,1,121,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51318,6,2294,3,1,31,0,31,0,10.3333333333333,17.8978583448784,0,0,0.0,0.0,13513,1743,764.666666666667,1307.15926089109,2274,0,2274,1137.0,1607.9608204182098,2274,0,0,0.0,0.0,0,0,0,0,0,0,60,20,1307.7593722755,435.91979075849997,0,31,6.2,13.8636214604987,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333333,0.0,0,0,0,0,0,0,3,31,1,0,1220,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,32333,2,2,92,214,46,46,46.0,0.0,107,107,107.0,0.0,9464,123,10777.6666666667,9242.06439781358,17731,290,32043,32043.0,0.0,32043,32043,18021,18021.0,0.0,18021,18021,0,0,0,0,16,16,61.8563077969876,61.8563077969876,46,107,70.4,33.411076007815105,1116.3,0,0,0,0,0,0,0,0,1,88.0,46.0,107.0,0,0,0,0,0,0,2,92,2,214,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,1633741,8,7,1128,1581,661,0,141.0,222.62332055996004,1173,0,225.85714285714297,430.09860441974195,1658,9,116695.785714286,241446.85178640397,937477,2,1633741,233391.571428571,386513.80761962297,1105352,2,1529795,254965.833333333,335278.27455438697,937477,104514,0,0,0,0,172,152,4.89673699809211,4.28464487333059,0,1173,169.3125,317.731274035151,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.85714285714297,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,1076,1,1,41,101,41,41,41.0,0.0,101,101,101.0,0.0,131970,1858,1076.0,0.0,1076,1076,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,929.3680297397771,929.3680297397771,41,101,61.0,34.6410161513775,1200.0,0,0,0,0,0,0,0,0,1,91.5,41.0,101.0,0,0,0,0,0,0,1,41,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,1459,1,1,28,242,28,28,28.0,0.0,242,242,242.0,0.0,185058,1370,1459.0,0.0,1459,1459,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,685.400959561343,685.400959561343,28,242,99.3333333333333,123.55295760658001,15265.333333333301,0,0,0,0,0,0,0,0,1,149.0,28.0,242.0,0,0,0,0,0,0,1,28,1,242,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
57678,6,136,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,14705,136.0,0.0,136,136,136,136.0,0.0,136,136,0,0.0,0.0,0,0,0,0,0,0,40,0,14705.882352941202,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,277579,2,0,1,0,1,0,0.5,0.707106781186548,0,0,0.0,0.0,3,7,277579.0,0.0,277579,277579,277579,277579.0,0.0,277579,277579,0,0.0,0.0,0,0,0,0,0,0,52,0,7.2051560096405005,0.0,0,1,0.666666666666667,0.577350269189626,0.33333333333333304,0,0,0,0,1,0,0,0,0,1.0,0.5,0.0,0,0,0,0,0,0,2,1,0,0,64024,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,112639483,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,56319741.5,28.991378028648402,56319762,56319721,112639483,56319741.5,28.991378028648402,56319762,56319721,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633644971542005,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319741.5,28.991378028648402,56319762,56319721,Benign
80,6,793,3,4,161,488,161,0,53.6666666666667,92.95339333952971,488,0,122.0,244.0,818411,8827,132.166666666667,89.5241122082016,268,28,445,222.5,139.30003589375,321,124,525,175.0,179.468660216763,375,28,0,0,0,0,72,92,3783.1021437578797,5044.136191677179,0,488,81.125,173.787585862742,30202.125,0,0,0,1,0,0,0,0,1,92.7142857142857,53.6666666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50472,6,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,184,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,117,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,17094,117.0,0.0,117,117,117,117.0,0.0,117,117,0,0.0,0.0,0,0,0,0,0,0,40,0,17094.0170940171,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,78242288,13,15,790,6322,209,0,60.769230769230795,83.70300058953859,1460,0,421.46666666666704,587.696577041816,90,0,2897862.51851852,11746744.094220698,58626317,1,78242257,6520188.08333333,17331577.9648105,58626317,149,78230647,5587903.35714286,16125851.505615301,58638006,1,0,0,0,0,272,312,0.166150560423284,0.19171218510378898,0,1460,245.241379310345,458.56372474845,210280.689655172,0,0,0,1,0,0,0,0,1,254.0,60.769230769230795,421.46666666666704,0,0,0,0,0,0,13,790,15,6322,8192,32,6,20,95617.5,47308.979195285996,129070,62165,39025495.0,27719748.3060609,58626317,19424673,Benign
53,17,55224,1,1,31,152,31,31,31.0,0.0,152,152,152.0,0.0,3313,36,55224.0,0.0,55224,55224,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,18.1080689555266,18.1080689555266,31,152,71.3333333333333,69.8593825719447,4880.333333333329,0,0,0,0,0,0,0,0,1,107.0,31.0,152.0,0,0,0,0,0,0,1,31,1,152,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,845,3,4,161,488,161,0,53.6666666666667,92.95339333952971,488,0,122.0,244.0,768047,8284,140.833333333333,102.357054796759,273,1,456,228.0,141.42135623731002,328,128,572,190.666666666667,174.36264890547298,344,1,0,0,0,0,72,92,3550.29585798817,4733.72781065089,0,488,81.125,173.787585862742,30202.125,0,0,0,1,0,0,0,0,1,92.7142857142857,53.6666666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52391,6,57,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,35087,57.0,0.0,57,57,57,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0,0,0,40,0,35087.7192982456,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,160,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,12500,160.0,0.0,160,160,160,160.0,0.0,160,160,0,0.0,0.0,0,0,0,0,0,0,40,0,12500.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,116999908,17,15,1511,883,517,0,88.88235294117649,155.525272203966,223,0,58.866666666666696,62.787472211155794,20,0,3774190.58064516,14549242.1995296,58527560,11,116999908,7312494.25,19893786.7719415,58527560,184,116977438,8355531.28571429,21158461.646359,58550143,89,0,0,0,0,376,312,0.14529925955155498,0.128205229016078,0,517,72.5454545454546,119.21726251603901,14212.7556818182,0,0,0,1,0,0,0,0,0,74.8125,88.88235294117649,58.866666666666696,0,0,0,0,0,0,17,1511,15,883,8192,127,8,20,177482.5,114533.620882691,258470,96495,58274560.5,357795.32417361205,58527560,58021561,Benign
3389,6,1707919,9,7,1148,1581,677,0,127.555555555556,218.69105555046798,1173,0,225.85714285714297,430.09860441974195,1597,9,113861.266666667,236952.28299610602,938030,84,1707919,213489.875,375226.434838423,1125554,1957,1585505,264250.833333333,346802.00847885304,938030,31107,0,0,0,0,188,148,5.269570746622059,4.098555025150491,0,1173,160.529411764706,312.044090964534,97371.5147058823,0,0,0,1,0,0,0,0,0,170.5625,127.555555555556,225.85714285714297,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,12846,1,1,37,53,37,37,37.0,0.0,53,53,53.0,0.0,7006,155,12846.0,0.0,12846,12846,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,77.8452436556127,77.8452436556127,37,53,42.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,3582413,12,7,1148,1581,677,0,95.6666666666667,195.218913639084,1173,0,225.85714285714297,430.09860441974195,761,5,199022.94444444397,438736.10501617205,1719018,2,3582413,325673.909090909,553439.20563969,1719018,2,3460046,576674.333333333,676081.402359706,1788511,14372,0,0,0,0,252,152,3.3496975362695496,1.9539902294905702,0,1173,136.45,292.327947598871,85455.6289473685,0,0,0,1,0,0,0,0,0,143.63157894736798,95.6666666666667,225.85714285714297,0,0,0,0,0,0,12,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,608,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,294407,3289,608.0,0.0,608,608,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1644.73684210526,1644.73684210526,40,139,73.0,57.157676649772995,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,3794916,9,7,1148,1581,677,0,127.555555555556,218.69105555046798,1173,0,225.85714285714297,430.09860441974195,719,4,252994.4,385010.528950425,1310355,83,3794916,474364.5,501157.38618293795,1310355,2848,3598119,599686.5,638797.625610725,1757928,197627,0,0,0,0,192,152,2.37159399575643,1.8445731078105603,0,1173,160.529411764706,312.044090964534,97371.5147058823,0,0,0,1,0,0,0,0,0,170.5625,127.555555555556,225.85714285714297,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,392,1,1,41,105,41,41,41.0,0.0,105,105,105.0,0.0,372448,5102,392.0,0.0,392,392,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2551.02040816327,2551.02040816327,41,105,62.3333333333333,36.950417228136004,1365.33333333333,0,0,0,0,0,0,0,0,1,93.5,41.0,105.0,0,0,0,0,0,0,1,41,1,105,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,54108165,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54108165.0,0.0,54108165,54108165,54108165,54108165.0,0.0,54108165,54108165,0,0.0,0.0,0,0,0,0,0,0,40,0,0.036962998098346,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,5990404,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,54,1,855772.0,2236889.24022968,5928296,42,62108,20702.6666666667,35593.0939415687,61802,109,5990249,1996749.66666667,3457973.90869514,5989674,221,0,0,0,0,92,92,0.6677345968652529,0.6677345968652529,0,231,36.4444444444444,79.6996096463325,6352.027777777779,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50487,6,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,184,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
137,17,114885258,13,13,650,2743,50,50,50.0,0.0,211,211,211.0,0.0,29,0,4595410.32,6164532.69804533,20779395,59,114885169,9573764.08333334,5560501.4759663,20779454,5232233,114885181,9573765.08333333,5560506.79585792,20779484,5232232,0,0,0,0,104,104,0.113156380777767,0.113156380777767,50,211,127.518518518519,81.9771874319878,6720.25925925926,0,0,0,0,0,0,0,0,1,132.423076923077,50.0,211.0,0,0,0,0,0,0,13,650,13,2743,-1,-1,12,8,64.0,7.62770071396474,81,59,9573700.08333333,5560503.75407931,20779395,5232173,Benign
443,6,263,3,0,77,0,46,0,25.6666666666667,23.4591844132172,0,0,0.0,0.0,292775,11406,131.5,152.027957955108,239,24,263,131.5,152.027957955108,239,24,0,0.0,0.0,0,0,1,0,0,0,60,0,11406.8441064639,0.0,0,46,30.75,21.6852484422014,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,5774323,13,18,2334,17789,677,0,179.538461538462,290.62479114963503,1460,0,988.277777777778,643.794158330637,3484,5,192477.433333333,908997.616941745,4999320,1,775003,64583.5833333333,54268.72970096191,117761,34,5658122,332830.705882353,1216650.61622384,5049047,1,0,0,0,0,272,372,2.2513461751273702,3.11724855017636,0,1460,628.84375,657.582380923952,432414.58770161297,0,0,0,1,0,0,0,0,1,649.1290322580651,179.538461538462,988.277777777778,0,0,0,0,0,0,13,2334,18,17789,8192,6714,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,914,3,4,161,488,161,0,53.6666666666667,92.95339333952971,488,0,122.0,244.0,710065,7658,152.333333333333,93.4508783621998,287,31,491,245.5,160.51323932934602,359,132,627,209.0,180.55193158756302,392,31,0,0,0,0,72,92,3282.27571115974,4376.36761487965,0,488,81.125,173.787585862742,30202.125,0,0,0,1,0,0,0,0,1,92.7142857142857,53.6666666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,480,1,1,30,132,30,30,30.0,0.0,132,132,132.0,0.0,337500,4166,480.0,0.0,480,480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2083.3333333333303,2083.3333333333303,30,132,64.0,58.88972745734179,3468.0,0,0,0,0,0,0,0,0,1,96.0,30.0,132.0,0,0,0,0,0,0,1,30,1,132,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
137,17,116561080,188,188,9400,39668,50,50,50.0,0.0,211,211,211.0,0.0,420,3,310829.546666666,313174.885595324,787269,13,116561053,623321.139037433,38061.1824941308,787305,575602,116561031,623321.0213903739,38061.7809446295,787325,575534,0,0,0,0,1504,1504,1.61288828140577,1.61288828140577,50,211,130.28647214854098,80.60669322111191,6497.43899204244,0,0,0,0,0,0,0,0,1,130.632978723404,50.0,211.0,0,0,0,0,0,0,188,9400,188,39668,-1,-1,187,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,302,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,344370,6622,302.0,0.0,302,302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3311.2582781456895,3311.2582781456895,44,60,49.3333333333333,9.23760430703401,85.3333333333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,973,1,1,37,100,37,37,37.0,0.0,100,100,100.0,0.0,140801,2055,973.0,0.0,973,973,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1027.74922918808,1027.74922918808,37,100,58.0,36.3730669589464,1323.0,0,0,0,0,0,0,0,0,1,87.0,37.0,100.0,0,0,0,0,0,0,1,37,1,100,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
